hubspot_id,state,office_level,office_type,candidate_office,election_date,viability_score,general_election_result,general_votes_received,total_general_votes_cast
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
40043734607,Massachusetts,CITY,City Council,Taunton City Council,2025-11-04,3.5800000000,Won General,null,null
23090089303,California,CITY,City Council,Foster City Council,2024-11-05,3.8000000000,Won General,5189.0000000000,20616.0000000000
36062254770,Kansas,CITY,City Council,Chautauqua City Council,2025-11-04,1.3000000000,Won General,null,null
32029400172,Texas,CITY,Town Council,Lake Tanglewood Village Council,2025-05-03,1.8100000000,Won General,115.0000000000,756.0000000000
37509633116,New York,CITY,null,Little Falls City Council - Ward 4,2025-11-04,1.5300000000,Won General,null,null
38343906087,Ohio,CITY,Town Council,West Farmington Village Council,2025-11-04,3.0700000000,Won General,67.0000000000,268.0000000000
21979443271,Georgia,COUNTY,County Supervisor,Fayette County Commission - District 2,2024-11-05,2.1200000000,Lost General,7167.0000000000,19316.0000000000
30644239402,Minnesota,CITY,City Council,Minneapolis City Council - Ward 5,2025-11-04,0.7400000000,Not on Ballot,null,null
23821375666,Georgia,COUNTY,Sheriff,Clay County Sheriff,2024-11-05,4.9500000000,Won General,1187.0000000000,1187.0000000000
39588452142,Maine,CITY,City Council,Biddeford City Council - Ward 7,2025-11-04,1.9000000000,Won General,null,null
36653621617,Ohio,TOWNSHIP,Town Council,Medina County: Lafayette Township Trustee,2025-11-04,1.5500000000,Not on Ballot,null,null
32562508060,Texas,LOCAL,School Board,Hubbard Independent School Board,2025-05-03,3.6700000000,Won General,142.0000000000,510.0000000000
37973837720,Michigan,CITY,City Council,Walled Lake City Council,2025-11-04,2.4100000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
35242011690,Maryland,null,null,Discount Latino ,2025-06-21,null,Cannot Determine,null,null
31374042675,Wisconsin,CITY,Mayor,Oakfield Village President,2025-04-01,4.9900000000,Won General,null,null
35424553378,Washington,CITY,City Council,Snohomish City Council - Position 6,2025-11-04,0.9900000000,Won General,1309.0000000000,2380.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
29478324557,Illinois,CITY,Town Council,Town Council,2025-04-01,4.3800000000,Won General,99.0000000000,374.0000000000
31388375162,Pennsylvania,LOCAL,null,Westmoreland County: Sewickley Township Collector,2025-11-04,0.4100000000,Lost General,null,null
19348004953,Georgia,COUNTY,Sheriff,Fulton County Sheriff,2024-11-05,0.3000000000,Lost General,null,434687.0000000000
37103085439,North Carolina,CITY,Mayor,Winterville Town Mayor,2025-11-04,1.3800000000,Lost General,null,null
22268150585,Minnesota,CITY,City Council,Faribault City Council,2024-11-05,4.0000000000,Won General,3845.0000000000,19494.0000000000
38336519939,Ohio,CITY,Judge,Hamilton County Municipal Court Judge - District 2,2025-11-04,0.7900000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
23247960505,Arkansas,CITY,City Council,"Fort Smith City Council - Ward 3, Position 3",2024-11-05,0.9200000000,Won General,3630.0000000000,7563.0000000000
30488972439,Wisconsin,CITY,Mayor,Mosinee City Mayor,2025-04-01,2.4400000000,Lost General,360.0000000000,1584.0000000000
31292226446,Illinois,CITY,City Council,O'Fallon City Council - Ward 3,2025-04-01,3.7200000000,Won General,276.0000000000,407.0000000000
31845553785,Texas,CITY,City Council,Alvord City Mayor,2025-05-03,5.0000000000,Won General,33.0000000000,33.0000000000
34886191129,Ohio,LOCAL,Town Council,Marion County: Pleasant Township Trustee,2025-11-04,3.0600000000,Not on Ballot,null,null
43538516084,New York,COUNTY,null,Columbia County Sheriff,2025-11-04,null,Not on Ballot,null,null
31808074858,South Dakota,CITY,City Council,Spearfish City Council - Ward 2,2025-04-08,3.4300000000,Won General,284.0000000000,507.0000000000
23364751227,Minnesota,LOCAL,School Board,St. Francis School Board,2024-11-05,2.6800000000,Won General,6928.0000000000,45618.0000000000
35447454480,Washington,CITY,City Council,Republic City Council - Position 4,2025-11-04,0.9900000000,Lost General,null,null
28746666853,Illinois,LOCAL,School Board,River Grove 85 1/2 School Board,2025-04-01,5.0000000000,Won General,299.0000000000,1414.0000000000
22394802703,North Carolina,CITY,Town Council,Lake Lure Town Council,2024-11-05,4.9900000000,Won General,495.0000000000,1153.0000000000
34999425616,Georgia,CITY,City Council,Monroe City Council - District 8,2025-11-04,3.2500000000,Withdrew,null,null
38969088942,New York,TOWNSHIP,Other,Osceola Town Highway Superintendent,2025-11-04,1.1800000000,Won General,null,null
23112270992,Minnesota,CITY,City Council,Geneva City Council,2024-11-05,2.1100000000,Lost General,23.0000000000,525.0000000000
41304095662,Massachusetts,CITY,City Council,Leominster City Council - Ward 5,2025-11-04,1.5700000000,Lost General,null,null
31611734405,Wisconsin,LOCAL,City Council,Washburn County: Stinnett Town Chair,2025-04-01,5.0000000000,Won General,null,null
33142562207,Oregon,LOCAL,Other,Port of Garibaldi Commission Board - Position 3,2025-05-20,2.5700000000,Won General,637.0000000000,1140.0000000000
23413856857,California,LOCAL,Utilities Commissioner,Valley County Water District Board,2024-11-05,4.0700000000,Won General,null,null
32004367943,Alabama,CITY,City Council,Anniston City Council - District 2,2025-08-26,3.3100000000,Runoff,null,null
29349530651,Missouri,CITY,City Council,Jennings City Council - Ward 1,2025-04-08,2.8600000000,Won General,null,null
31946772497,New York,CITY,City Council,Syracuse City Common Council - District 2,2025-11-04,1.6200000000,Not on Ballot,null,null
41415554956,Iowa,Local,City Council,City Council,2025-11-04,4.2800000000,Won General,null,null
30931759506,Oregon,local,Other,Fire Board Position 4,2025-05-20,5.0000000000,Won General,null,null
40622533002,Georgia,CITY,City Council,Hampton City Council,2025-11-04,2.1200000000,Won General,821.0000000000,4385.0000000000
21966414877,Massachusetts,CITY,null,Quincy City Council - At Large,2025-11-04,2.2500000000,Not on Ballot,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
29643293210,Texas,CITY,City Council,DeSoto City Council - Place 5,2025-05-03,1.2900000000,Runoff,1866.0000000000,5619.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
31384217207,Virginia,LOCAL,School Board,Loudoun County School Board - Dulles,2025-11-04,2.8900000000,Not on Ballot,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
36381337438,Kansas,CITY,City Council,Colwich City Council,2025-11-04,1.3000000000,Lost General,53.0000000000,520.0000000000
31207831670,Illinois,Local,Other,park district,2025-04-01,5.0000000000,Won General,null,null
41625981289,Ohio,Local,Town Council,West Farmington Village Council,2025-11-03,3.0600000000,Won General,null,null
21186753091,South Carolina,CITY,Town Council,Hilton Head Island Town Council - Ward 3,2024-11-05,2.6000000000,Lost General,1512.0000000000,3657.0000000000
31516135598,Wisconsin,LOCAL,Town Council,Marathon County: Hewitt Town Board,2025-04-01,2.7100000000,Won General,136.0000000000,421.0000000000
32623508119,Oregon,LOCAL,Other,Hood River Valley Parks and Recreation District Board,2025-05-20,4.9900000000,Won General,null,null
38040124264,North Carolina,CITY,Mayor,Roxobel Town Mayor,2025-11-04,2.9400000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
32876446538,Maine,LOCAL,School Board,Yarmouth School Board,2025-05-13,3.6500000000,Won General,820.0000000000,2316.0000000000
30008220081,Texas,LOCAL,School Board,Coppell Independent School Board - Place 1,2025-05-03,3.6000000000,Won General,3577.0000000000,4643.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
35591646885,Kansas,COUNTY,Sheriff,Wyandotte County Sheriff,2025-11-04,0.6800000000,Lost General,null,null
30799237438,Illinois,LOCAL,null,Will County: Lockport Township Council,2025-04-01,2.7900000000,Lost General,null,null
22981600118,Minnesota,LOCAL,School Board,St. Clair School Board,2024-11-05,2.6800000000,Lost General,536.0000000000,3251.0000000000
23920110460,California,LOCAL,School Board,Delhi Unified School Board,2024-11-05,1.0700000000,Lost General,260.0000000000,2813.0000000000
19857668993,Connecticut,STATE,State House,Connecticut House of Representatives - District 13,2024-11-05,0.0500000000,Not on Ballot,null,null
36773707355,Montana,CITY,Town Council,West Yellowstone Town Council,2025-11-04,1.1400000000,Won General,159.0000000000,490.0000000000
38967073963,Alaska,CITY,City Council,North Pole City Council,2025-10-07,2.2200000000,Lost General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
34741755409,New York,LOCAL,School Board,Somers Central School Board,2025-05-20,5.0000000000,Won General,1589.0000000000,4666.0000000000
35546238554,Ohio,CITY,Town Council,Brewster Village Council,2025-11-04,3.0700000000,Won General,null,null
31518454448,Wisconsin,LOCAL,City Council,Outagamie County: Kaukauna Town Chair,2025-04-01,5.0000000000,Won General,null,null
38587726120,Idaho,CITY,null,New Plymouth City Council,2025-11-04,1.4400000000,Cannot Determine,null,null
39354080870,New Jersey,LOCAL,School Board,Delaware Township School Board Member,2025-11-04,2.7800000000,Lost General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22493945623,North Carolina,CITY,City Council,City Council,2024-11-05,null,Lost General,2886.0000000000,38647.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
28919752762,Illinois,LOCAL,School Board,Mokena 159 School Board,2025-04-01,3.2400000000,Won General,1400.0000000000,7852.0000000000
23279747488,Minnesota,LOCAL,School Board,Lac qui Parle Valley School Board - District 6,2024-11-05,5.0000000000,Won General,572.0000000000,581.0000000000
35018823515,Ohio,TOWNSHIP,Town Council,Muskingum County: Newton Township Trustee,2025-11-04,3.0700000000,Won General,328.0000000000,1432.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
36776619334,Alabama,CITY,City Council,"Harpersville City Council - District 1, Place 2",2025-08-26,1.7200000000,Lost General,null,null
36797148044,Washington,LOCAL,Other,Clallam County Fire District 4 Board - Position 3,2025-11-04,2.7900000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
39411903383,North Carolina,CITY,Town Council,Nags Head Town Council,2025-11-04,null,Lost General,null,null
39503779444,New Mexico,CITY,City Council,Jal City Council - At Large,2025-11-04,0.7700000000,Won General,null,null
31389185859,Illinois,LOCAL,Other,Jo Daviess County: Elizabeth Township Highway Commissioner,2025-04-01,5.0000000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
40605578600,New Mexico,CITY,City Council,Roswell City Council - Ward 2,2025-11-04,1.5700000000,Won General,null,null
36768865549,Massachusetts,CITY,City Council,Somerville City Council - At Large,2025-11-04,0.5600000000,Won General,8395.0000000000,70489.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
42294771126,Iowa,CITY,City Council,Archer City Council,2025-11-04,4.0200000000,Won General,null,null
32574785547,Oregon,LOCAL,School Board,Harney County Union 1J School Board - Seat 5,2025-05-20,5.0000000000,Won General,13974.0000000000,20885.0000000000
22511143341,Michigan,CITY,Mayor,Vernon Village President,2024-11-05,5.0000000000,Won General,269.0000000000,282.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
32613678381,Montana,LOCAL,School Board,Monforton 27 School Board,2025-05-06,1.3800000000,Won General,609.0000000000,1331.0000000000
43297391531,Virginia,Local,null, Town Council ,2025-11-04,2.8500000000,Won General,130.0000000000,238.0000000000
36766063376,Washington,LOCAL,School Board,Lake Washington District 414 School Board - District 3,2025-11-04,1.1700000000,Lost General,null,null
30892298153,New York,LOCAL,School Board,Trumansburg Central School Board,2025-05-20,4.1900000000,Won General,536.0000000000,1716.0000000000
32728947206,Oregon,LOCAL,Other,Little Muddy Creek Water Control District Board - Position 1,2025-05-20,4.9900000000,Won General,null,null
30206201416,Missouri,LOCAL,School Board,Hazelwood School Board,2025-04-08,2.6700000000,Lost General,null,null
32470873720,Texas,CITY,City Council,Parker City Council,2025-05-03,1.2100000000,Won General,375.0000000000,1991.0000000000
35494060947,Washington,CITY,City Council,"Hoquiam City Council - Ward 1, Position 2",2025-11-04,2.3900000000,Won General,null,null
31504673930,Wisconsin,LOCAL,Town Council,Waushara County: Dakota Town Board - Seat 1,2025-04-01,5.0000000000,Won General,null,null
39369764387,New Jersey,LOCAL,School Board,Chesterfield Township School Board,2025-11-04,2.7800000000,Won General,null,null
32728169523,Oregon,LOCAL,Other,Klamath County Fire Protection District 5 Board - Position 2,2025-05-20,4.9900000000,Won General,176.0000000000,187.0000000000
23314538785,Minnesota,LOCAL,School Board,Menahga School Board,2024-11-05,3.7300000000,Won General,1342.0000000000,4910.0000000000
40061388720,Idaho,LOCAL,School Board,Buhl School Board - Zone 1,2025-11-04,1.1600000000,Won General,133.0000000000,238.0000000000
23767781377,Vermont,Local,Judge,Justice of the Peace,2024-11-05,null,Won General,53.0000000000,315.0000000000
40334621796,North Carolina,CITY,Town Council,Bermuda Run Town Council,2025-11-04,null,Not on Ballot,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
36320648612,Kansas,LOCAL,null,Big Arkansas Drainage District Board,2025-11-04,1.1300000000,Not on Ballot,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
32854172954,Pennsylvania,CITY,null,Bucks County: Milford Township/Trumbauersville Borough Tax Collector,2025-11-04,0.3600000000,Won General,null,null
38351197448,Ohio,LOCAL,School Board,Pickerington Local School Board,2025-11-04,1.3300000000,Lost General,null,null
37582817802,North Carolina,CITY,Town Council,Tabor City Town Council,2025-11-04,2.5300000000,Lost General,null,null
37490740337,Alabama,CITY,City Council,Florence City Council - District 1,2025-08-26,0.8800000000,Lost General,194.0000000000,700.0000000000
23761636492,Arkansas,COUNTY,Sheriff,Constable,2024-11-05,null,Won General,null,null
31123376135,Texas,LOCAL,School Board,Aldine Independent School Board - Position 5,2025-11-04,2.3000000000,Lost General,null,null
35658701078,Washington,LOCAL,Other,Fidalgo Pool and Fitness District Board - Position 3,2025-11-04,1.0800000000,Won General,null,null
36898065954,Kansas,CITY,City Council,Mission City Council - Ward 3,2025-11-04,0.9600000000,Lost General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22203422269,Kentucky,LOCAL,School Board,Fayette County School Board - District 5,2024-11-05,1.6400000000,Lost General,198.0000000000,1291.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
37006635793,Washington,LOCAL,School Board,Winlock District 232 School Board - District 5,2025-11-04,1.1700000000,Won General,null,null
35251380062,Washington,Local,City Council,City Of Forks Council Position No. 5,2025-08-05,1.3200000000,Lost General,241.0000000000,615.0000000000
46760960807,Tennessee,null,null,Jovi and buddy’s creations ,2025-12-06,null,Cannot Determine,null,null
23618603382,Oregon,CITY,City Council,city council,2024-11-05,null,Lost General,9051.0000000000,113043.0000000000
38421872785,North Carolina,CITY,Town Council,Polkville Town Council,2025-11-04,3.9600000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
33390201196,Oregon,Local,Other,Junction City Water Control District Board Commissioner Position 5,2025-05-20,5.0000000000,Won General,null,null
25025133946,Michigan,CITY,School Board,Schoolcraft Village Board,2024-11-05,5.0000000000,Won General,362.0000000000,1249.0000000000
25153339977,California,LOCAL,Utilities Commissioner,Central Basin Municipal Water District Board - Division 1,2024-11-05,0.6300000000,Lost General,15449.0000000000,84616.0000000000
23822156322,Minnesota,CITY,Mayor,Clearwater City Mayor,2024-11-05,3.5500000000,Won General,7362.0000000000,928.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
31509344438,Wisconsin,LOCAL,Clerk/Treasurer,Juneau County: Plymouth Town Treasurer,2025-04-01,5.0000000000,Won General,null,null
41317167674,Iowa,CITY,City Council,Leon City Council,2025-11-04,4.0200000000,Won General,null,null
32791482926,Massachusetts,LOCAL,School Board,Hull High School Committee - one-year seat,2025-05-19,3.4200000000,Won General,939.0000000000,1405.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
40776866580,Iowa,CITY,City Council,Le Mars City Council - At Large,2025-11-04,3.6700000000,Won General,null,null
31441338757,Illinois,CITY,null,La Grange Village Board,2025-04-01,3.8800000000,Won General,1668.0000000000,6544.0000000000
23896034092,Connecticut,CITY,Clerk/Treasurer,West Haven City Registrar of Voters,2024-11-05,0.2200000000,Lost General,942.0000000000,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
34901671049,South Carolina,CITY,null,Charleston City Council - District 4,2025-11-04,1.9800000000,Not on Ballot,null,null
22290957578,Michigan,CITY,Town Council,Leonard Village Board,2024-11-05,5.0000000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
28703403304,Illinois,CITY,City Council,Mendota City Council - Ward 1,2025-04-01,3.7200000000,Won General,128.0000000000,251.0000000000
23364449711,Oregon,Local,City Council,Portland City Council District 3,2024-11-05,null,Won General,15063.0000000000,45189.0000000000
25008793980,South Carolina,Local,School Board,school board,2024-11-05,null,Won General,34876.0000000000,35119.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
34733076651,Michigan,CITY,City Council,Livonia City Council,2025-11-04,1.2800000000,Won General,11385.0000000000,79191.0000000000
32324686719,Oregon,LOCAL,School Board,Greensprings Rural Fire  Protection District Board - Position 3,2025-05-20,4.9900000000,Won General,null,null
30267789120,Missouri,CITY,City Council,Butler City Council - Ward 4,2025-04-08,5.0000000000,Won General,70.0000000000,71.0000000000
22398155324,Minnesota,LOCAL,Utilities Commissioner,Polk County Soil and Water District Board - District 4 West,2024-11-05,2.3200000000,Won General,7976.0000000000,20.0000000000
25283293327,Texas,CITY,City Council,Austin City Council - District 7,2024-11-05,0.9000000000,Runoff,6607.0000000000,34253.0000000000
21964606835,Florida,LOCAL,Utilities Commissioner,Anastasia Mosquito Control District Board - Seat 5,2024-11-05,1.9900000000,Lost General,17243.0000000000,137904.0000000000
37445243279,North Carolina,CITY,Town Council,Unionville Town Council,2025-11-04,2.3700000000,Lost General,324.0000000000,1756.0000000000
35918347854,Washington,CITY,City Council,Orting City Council - Position 7,2025-11-04,0.9900000000,Won General,null,null
35291261198,Washington,LOCAL,Other,Cowlitz County Cemetery District 7 Board - Position 2,2025-11-04,2.5300000000,Won General,null,null
29259017489,Mississippi,CITY,Mayor,Durant City Mayor,2025-06-03,0.3200000000,,null,null
35246837094,New York,CITY,null,New York City Mayor,2025-11-04,0.9800000000,Not on Ballot,null,null
35366474256,Washington,LOCAL,School Board,"Othello District 147 School Board - District 1, Position 1",2025-11-04,1.1700000000,Won General,null,null
37901888779,Ohio,REGIONAL,School Board,Clark County Educational Service Center Board,2025-11-04,2.8800000000,Won General,null,null
23064947364,Nebraska,CITY,Town Council,Roca Village Board,2024-11-05,4.1700000000,Won General,8.0000000000,30.0000000000
41714624901,Georgia,CITY,City Council,Stone Mountain City Council - Post 4,2025-11-04,null,Lost General,null,null
32389310589,Texas,CITY,City Council,Stafford City Council - Position 3,2025-05-03,0.9400000000,Lost General,113.0000000000,760.0000000000
37446871206,California,null,Other,"Director, El Dorado Hills Community Services District",2025-11-04,2.4500000000,Won General,9059.0000000000,14668.0000000000
20420874387,Texas,LOCAL,School Board,Elgin Independent School Board - District 6,2024-05-04,2.5300000000,Lost General,98.0000000000,335.0000000000
39215825963,Michigan,CITY,City Council,Mount Clemens City Council,2025-11-04,2.4100000000,Won General,null,null
37259446703,Massachusetts,CITY,City Council,Newton City Council - Ward 8 (At Large),2025-11-04,3.5800000000,Not on Ballot,null,null
31518569569,Mississippi,CITY,null,Jackson City Council - Ward 2,2025-06-03,1.7600000000,Lost General,274.0000000000,4356.0000000000
32674110098,Massachusetts,LOCAL,School Board,Falmouth School Committee,2025-05-20,1.1400000000,Lost General,2425.0000000000,18837.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
23347643985,Minnesota,CITY,Mayor,Peterson City Mayor,2024-11-05,5.0000000000,Won General,83.0000000000,96.0000000000
34736030856,Texas,LOCAL,null,Bexar County San Antonio River Authority Board - District 2,2025-11-04,2.1800000000,Not on Ballot,null,null
36949880208,Alabama,CITY,City Council,Elba City Council - District 4,2025-08-26,3.3100000000,Lost General,39.0000000000,140.0000000000
25103346499,Florida,LOCAL,Other,Highland Meadows Community Development District Board - Seat 3,2024-11-05,2.2700000000,Lost General,508.0000000000,1344.0000000000
33406423084,Idaho,LOCAL,Other,Kootenai Hospital District Board,2025-05-20,0.2900000000,Won General,12227.0000000000,19908.0000000000
42724246571,Iowa,CITY,City Council,Conesville City Council,2025-11-04,2.6100000000,Won General,null,null
39110459675,Ohio,TOWNSHIP,Town Council,Carroll County: Augusta Township Trustee,2025-11-04,3.0700000000,Won General,null,null
37454362928,North Carolina,CITY,Town Council,Indian Trail Town Council,2025-11-04,2.5300000000,Lost General,null,null
31248842134,Illinois,LOCAL,Town Council,Will County: Wilton Township Council,2025-04-01,1.6000000000,Won General,98.0000000000,454.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22274504331,California,CITY,City Council,Hanford City Council - Area C,2024-11-05,2.4000000000,Won General,1995.0000000000,3507.0000000000
32257221980,Alabama,null,City Council,city council,2025-08-25,null,Lost General,43.0000000000,158.0000000000
38669770261,Alabama,CITY,Mayor,Graysville City Mayor,2025-08-26,1.7100000000,Won General,null,null
38432861701,North Carolina,CITY,Town Council,Princeton Town Council,2025-11-04,3.6100000000,Won General,150.0000000000,164.0000000000
33694168649,Virginia,LOCAL,School Board,Spotsylvania County School Board - Lee Hill,2025-11-04,1.4300000000,Lost General,1230.0000000000,7348.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
37241522027,Utah,Local,City Council,Scipio City Council,2025-11-04,2.8500000000,Withdrew,null,null
21855387157,Virginia,COUNTY,City Council,Portsmouth City Council,2024-11-05,1.3000000000,Won General,11558.0000000000,97603.0000000000
32141293936,Kansas,LOCAL,School Board,Frontenac USD 249 School Board,2025-11-04,1.1500000000,Won General,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
36253231123,Kansas,Local,School Board,School Board,2025-11-04,2.6300000000,Won General,null,null
37350993784,Virginia,STATE,null,Virginia Governor,2025-11-04,0.4600000000,Not on Ballot,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
30265744941,Texas,CITY,null,San Angelo City Mayor,2025-05-03,1.8400000000,Not on Ballot,null,null
35481878546,null,LOCAL,Other,East Pierce Fire and Rescue Board - Position 1,2025-11-04,2.5300000000,Won General,null,null
23472577977,Oregon,CITY,City Council,Troutdale City Council,2024-11-05,0.5600000000,Lost General,1424.0000000000,20083.0000000000
33754779789,Kansas,LOCAL,School Board,Fort Larned USD 495 School Board - Position 5,2025-11-04,2.6300000000,Won General,null,null
37164905389,Washington,CITY,City Council,Olympia City Council - Position 6,2025-11-04,1.0800000000,Not on Ballot,null,null
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
21509613066,Arizona,CITY,Mayor,Cave Creek Town Mayor,2024-11-05,1.4600000000,Lost General,784.0000000000,1938.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
22188209766,Texas,STATE,null,Texas State Board of Education - District 7,2026-11-03,4.9800000000,Lost General,76.0000000000,1368.0000000000
23055893262,California,LOCAL,School Board,Pomona Unified School Board - Area 3,2024-11-05,3.6000000000,Won General,3664.0000000000,5077.0000000000
36409237612,North Carolina,CITY,City Council,Lenoir City Council,2025-11-04,2.2900000000,Won General,null,null
22385553472,Illinois,LOCAL,Utilities Commissioner,Riverton Area Fire Protection District Board,2025-04-01,5.0000000000,Won General,306.0000000000,538.0000000000
39140011038,Virginia,COUNTY,County Supervisor,Alleghany County Board - Clifton Forge East,2025-11-04,null,Won General,null,null
