hubspot_id,state,office_level,office_type,n_outreach_rows,Win,most_common_outreach_type,election_month,is_midterm,is_presidential,days_between_outreach_and_election,is_normal_election,election_dow_mon,election_dow_tue,election_dow_wed,election_dow_thu,election_dow_fri,election_dow_sat,election_dow_sun
23497135713,Virginia,FEDERAL,Congressional,1,0,,11,0,1,99999,1,0,1,0,0,0,0,0
39096697130,Texas,CITY,City Council,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
42886808145,Iowa,CITY,,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
36730241538,Alabama,CITY,City Council,1,0,,8,0,0,99999,0,0,1,0,0,0,0,0
39618269251,Virginia,CITY,Town Council,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
30770102901,Minnesota,CITY,City Council,1,0,,11,0,1,99999,1,0,1,0,0,0,0,0
30536171620,Illinois,LOCAL,School Board,1,1,,4,0,0,99999,0,0,1,0,0,0,0,0
40980515331,Michigan,CITY,City Council,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
25138485531,California,CITY,City Council,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
35849613217,Kansas,CITY,Mayor,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
35910591083,Kansas,LOCAL,School Board,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
29292410734,Oklahoma,LOCAL,School Board,1,1,,4,0,0,99999,0,0,1,0,0,0,0,0
36322642720,Washington,LOCAL,Other,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
41095514398,Pennsylvania,TOWNSHIP,,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
23611250826,Florida,Local,Other,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
22488680607,Kentucky,LOCAL,Utilities Commissioner,1,0,,11,0,1,99999,1,0,1,0,0,0,0,0
38806793010,Alaska,COUNTY,City Council,1,1,,10,0,0,99999,0,0,1,0,0,0,0,0
23575265716,Texas,CITY,Mayor,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
36305841059,Ohio,TOWNSHIP,Town Council,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
35780844887,Washington,LOCAL,School Board,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
23060377122,Minnesota,CITY,Mayor,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
22725806099,New Jersey,LOCAL,Town Council,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
22740419456,Nebraska,LOCAL,School Board,1,0,,11,0,1,99999,1,0,1,0,0,0,0,0
31278805635,Illinois,LOCAL,Other,1,1,,4,0,0,99999,0,0,1,0,0,0,0,0
32625675594,Texas,CITY,City Council,1,0,,5,0,0,99999,0,0,0,0,0,0,1,0
23617687111,California,LOCAL,School Board,1,0,,11,0,1,99999,1,0,1,0,0,0,0,0
23386242124,Minnesota,LOCAL,School Board,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
42722877047,Washington,CITY,,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
36625325852,Colorado,CITY,City Council,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
35556146284,Pennsylvania,TOWNSHIP,,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
35243414193,Utah,CITY,City Council,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
23315313227,California,LOCAL,School Board,1,1,,11,0,1,99999,1,0,1,0,0,0,0,0
31544941230,Pennsylvania,CITY,,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
36061173347,Washington,LOCAL,Other,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
38398031492,Massachusetts,CITY,City Council,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
43744745534,Ohio,CITY,,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
39624093071,South Carolina,CITY,City Council,1,0,,11,0,0,99999,1,0,1,0,0,0,0,0
30350420088,Illinois,LOCAL,Utilities Commissioner,1,1,,4,0,0,99999,0,0,1,0,0,0,0,0
40267547260,Ohio,TOWNSHIP,Town Council,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
31847576217,Texas,LOCAL,School Board,1,0,,5,0,0,99999,0,0,0,0,0,0,1,0
35275789071,Washington,County,County Supervisor,1,1,,8,0,0,99999,0,0,1,0,0,0,0,0
38992059220,Georgia,Local,City Council,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
33511037740,New York,LOCAL,School Board,1,1,,5,0,0,99999,0,0,1,0,0,0,0,0
22397589896,Wyoming,CITY,City Council,1,0,,11,0,1,99999,1,0,1,0,0,0,0,0
39215332624,South Carolina,CITY,Town Council,1,1,,11,0,0,99999,1,0,1,0,0,0,0,0
